,date,user,source,tweet,location,like_count,retweet_count
1102,2022-11-22 03:05:06+00:00,ZubaDuu,Twitter Web App,@JukMantu Mamma opetuslapsineen lähtenyt vaalikiertueelle TTK:hon.#SDP,FINLAND,0,0
1103,2022-11-22 01:03:48+00:00,mohammedndana12,Twitter Web App,@PrinceAdewoleSG @Pres_Adebayo #hopeagain2023,Kwara state,0,0
1104,2022-11-21 23:37:07+00:00,Attaphia,Twitter Web App,#SDP,Multilinguist Earth,2,0
1105,2022-11-21 21:22:29+00:00,SwingTradeBotUK,SwingTradeBot UK,"Scan results - 1,2,3 Pullback Bullish today: #MGAM #BOKU #AXL #SDP #WIZZ #ADIG #SFOR #SNWS #WKP #HOTC #THG #AT #MBO #FEN #RPS ... https://t.co/hoE84YBQkW","London, England",0,0
1106,2022-11-21 20:53:11+00:00,pekkasaarremaa,Twitter for iPhone,#sdp,Suomi 🇫🇮 España 🇪🇸,0,0
1107,2022-11-21 20:38:30+00:00,RadioNow953FM,Twitter for iPhone,"Don’t miss the conversation, tune in to 95.3fm at 7:30am or listen live https://t.co/Zh7Nop7Bxb
#morningshow #sdp #lagosstate #radionow953","Lagos, Nigeria",0,0
1108,2022-11-21 19:20:53+00:00,hassans1098,Twitter for Android,"https://t.co/s3bfzKKPDK
@Pres_Adebayo 
#HopeAgain2023",,0,0
1109,2022-11-21 19:08:42+00:00,airnero17,Twitter for Android,"When you build organically, you will have this kind of result with #ADEquate pepe dem dance.... https://t.co/oS2JWrivnY",Abuja,0,0
1110,2022-11-21 18:09:08+00:00,zenitBA,Autoshare na Twitter,"Objavljujemo Sporazum 'osmorke': Hitno provođenje Briselskog sporazuma

#BiH #Evropskaunija #FuadKasumović #SDP #Vc #Vijesti

https://t.co/y4h7Eak6tv",Zenica,0,0
1111,2022-11-21 18:06:34+00:00,Winstack,Twitter for Android,Onko sitä enää pahempia tunareita olemassa kuin #veikkaus ja #sdp?#ravit,,10,0
1112,2022-11-21 17:35:02+00:00,zenitBA,Autoshare na Twitter,"Nikšić, Forto i Konaković o koaliciji s HDZ-om: Niko od nas ne traži izdaju države

#BiH #SDP #Vijesti

https://t.co/4WapJNrEvN",Zenica,0,0
1113,2022-11-21 16:51:36+00:00,MarkkuLaara,Twitter for Android,@yleuutiset Voisiko tästä @MarinSanna kuvasta tehdä @valtioneuvosto myös postimerkin ja pienille koululaisille vihkon kansikuvan  Päiväkoteihin myös lapsille äitienpäiväkortin.#pohjoiskorea #sdp,,2,0
1114,2022-11-21 16:20:13+00:00,SipenRD,Twitter for iPhone,"¿Conoces los principios que rigen el Sistema Dominicano de Seguridad Social? 

📌Cada una de estas cualidades garantiza un #SDSS fortalecido, dinámico, sostenible y eficiente. 

#SIPEN #SDP https://t.co/cStx3eSqDv","Av. México con Rosa Duarte,SD",3,1
1115,2022-11-21 16:12:29+00:00,AborisadeAdeto1,Twitter for Android,@nairaland #HopeAgain2023,"Port Harcourt, Nigeria",0,0
1116,2022-11-21 16:09:28+00:00,tomgeorgie3,Twitter for Android,@PrinceAdewoleSG @Pres_Adebayo Your insight on critical issues shows you are the leader we need #hopeagain2023,"Port Harcourt, Nigeria",1,0
1117,2022-11-21 16:01:18+00:00,sdpnsports,Hootsuite Inc.,"What outfit will @AdamWylde scare @Steve_Dangle and @JesseBlake with today? Find out later today on the new #SDP!

Watch the last episode presented by @SIASport 
🎧: https://t.co/NWdD5w05Nc
📺: https://t.co/y62dq65uOn https://t.co/yWCcgIrS9n","Toronto, ON",43,2
1118,2022-11-21 15:59:45+00:00,mcaglartekin,Twitter Web App,"#SDP/#YPG ile #Türkiye'nin yaşadığı gerilime #Suriye nasıl bakıyor, #Erdoğan'ın #Esad'a yönelik sözlerinin #Şam'da karşılığı var mı? Şam'a bağlanarak 
@kassargian ile konuştuk... Kaçıranlara... Abone olmayı unutmayın lütfen....",,5,3
1119,2022-11-21 15:54:29+00:00,markkuhuusko,Twitter for iPhone,"Sanna Marin kehui Suomea ja samalla hallitustaan sanomalla, että ”kokoaikatyöllisten määrässä olemme Pohjoismaiden ykkönen”. 

@uusisuomi selvitti, pitääkö se paikkansa.

#talous #politiikka #SDP 

Haastattelimme @LiisaLarja ja @HennaBusk 

Tilaajille👇

https://t.co/SFn79Y6VMA","Helsinki, Finland",1,1
1120,2022-11-21 15:46:06+00:00,zenitBA,Autoshare na Twitter,"U nastavku prekinute sjednice Dejan Kovačević iz NiP-a izabran za novog predsjednika Skupštine ZDK

#BiH #SanjaRenić #SBB #SDA #SDP #ZDK #Zenica #Portal #Vijesti #ZDK #Zenica

https://t.co/VPLy3zjSfn",Zenica,0,0
1121,2022-11-21 15:44:10+00:00,Oikeistopuolue,Twitter for Android,@modestuszz Nämäkö ovat niitä Ukrainan🤮 läntisiä arvoja joita nämä 🤡 haluaa puolustaa 👇 😉😁😁😁 @MarinSanna @niinisto #kokoomus #sdp #vihreät #keskusta #ps #iltasanomat #hs #ukraina #mtvuutiset #Iltalehti #yleastudio,,0,0
1122,2022-11-21 15:24:00+00:00,RuriSambili,Twitter for Android,The private sector is *crucial* towards sustainably empowering girls and women through sport #fit4life #prioritisationofresearchanddata #measurement #investment #sdp @GOGESport @UNESCO @commonwealthsec @KarinaGosalia https://t.co/l955ZsEmxZ,"London, England",7,1
1123,2022-11-21 15:04:00+00:00,Kingsthroneinfo,Twitter Web App,"HOPE is an optimistic state of mind that is based on an expectation of positive outcomes with respect to events and circumstances in one's life or the world at large

#NFTGiveaway #Airdrop #cryptocurrecy #free #GameFi #SocialFi #Blockchaingaming #P2E #NFTs #HopeAgain2023 https://t.co/6iocdnjrx9",,2,0
1124,2022-11-21 14:58:57+00:00,uusisuomi,Echobox,Sanna Marin ylisti Suomen kärkitilaa – Osuu tarkkaan valitun #työllisyys'tiedon kanssa ”suurin piirtein” oikeaan (Analyysi tilaajille⭐) #politiikka #hallitus #työ #talous #SDP #kokoaikatyö #Pohjoismaat https://t.co/zVlEn6U1tK,,1,0
1125,2022-11-21 14:23:02+00:00,oletettu_ouza,Twitter for iPhone,"Vaimo teki juuri helenin sivuilla sähkönkulutuksemme vertailun, tasan vuoden takaiseen. Kulutus on saatu putoamaan lähes 50%. Ja silti sähkölasku uhkaa yli tuplaantua ensi kuussa.
#hallitus ja teidän vihreä siirtymä. Tämähän on osimoilleen täysin teidän vikanne. #sdp #vihreät",Helsinki/Antibes Fr,13,0
1126,2022-11-21 14:17:29+00:00,LempaalanV,Twitter Web App,"#Lempäälä #Vasemmisto Hannele Lehikoinen valittiin jatkokaudelle seurakuntavaltuustoon, Lakkala &amp; Salminen saavutti varavaltuutetun paikan.Olimme yhteislistalla #SDP:n kanssa.Samalla tapaa kuin viime kaudella,viime kaudella saimme 3 valtuutettua, nyt paikkamäärämme nousi neljään",,0,0
1127,2022-11-21 13:50:58+00:00,zenitBA,Autoshare na Twitter,"Izetbegović, Komšić i Nikšić na sastanku u sarajevskoj kafani: Na stolu formiranje vlasti

#BakirIzetbegović #BiH #Bihać #RS #SDA #SDP #SNSD #Portal #Vijesti

https://t.co/TnRsYFk8mN",Zenica,0,0
1128,2022-11-21 13:42:44+00:00,martao14,Twitter for Android,"Dice Toño que mañana y el miércoles la Ponfe entrenará por la tarde, ya con el nuevo míster. #SDP",El Bierzo.,3,0
1129,2022-11-21 13:42:18+00:00,NuuniUnna,Twitter Web App,"Kolme Suomen tuhoajaa naureskelee köyhtyville kansalaisille samassa kuvassa.

#SDP https://t.co/bJOB0uO6Vv",Valhalla,495,43
1130,2022-11-21 13:34:29+00:00,martao14,Twitter for Android,Dice Toño Jiménez que a José Gomes le han hecho la cama. #SDP,El Bierzo.,14,3
1131,2022-11-21 13:19:41+00:00,makelant,Twitter Web App,"@MattaPirkko @Romakka @matiasmakynen Ei poliitikko valehtele, poliitikko kertoo poliittisen totuuden. Yleensä tämä totuus on itse poliitikkoa suosiva ja tavallista kansalaista hämäävä. Tuosta voisi luoda hyvän spinnarin, kun kerran ylijäämää niin kaikkihan voivat pyytää lisää liksaa ja parempia palveluja =). #SDP","Tampere, Finland",0,0
1132,2022-11-21 13:07:06+00:00,SouthLanCouncil,Orlo,"Construction businesses who want to do business with #SLC need to understand our new Quick Quote Process. In partnership with #SDP we are hosting a free webinar to inform businesses of changes to how you can bid for contracts with us. Thu 24 Nov @ 10 am 

https://t.co/FpuK2pXnrH https://t.co/VFPkvWhLSy","South Lanarkshire, Scotland",2,2
1133,2022-11-21 12:43:52+00:00,pilmonen,Twitter for iPhone,"@VesaKallionpaa @timoheinonen @MarinSanna Näillä toimilla saadaan äänestäjiä #SDP mielikuvamarkkinoinnissa, ja sen Sanna osaa","Helsinki, Finland",0,0
1134,2022-11-21 12:08:41+00:00,mcaglartekin,Twitter Web App,"#SDP/#YPG ile #Türkiye'nin yaşadığı gerilime #Suriye nasıl bakıyor, #Erdoğan'ın #Esad'a yönelik sözlerinin #Şam'da karşılığı var mı? Şam'a bağlanarak 
@kassargian ile konuştuk... Kaçıranlara... Abone olmayı unutmayın lütfen....",,1,0
1135,2022-11-21 12:01:53+00:00,martao14,Twitter for Android,Amir es suplente en el primer partido de Irán en el Mundial. #SDP,El Bierzo.,4,0
1136,2022-11-21 12:01:39+00:00,MikaKauppine,Twitter for Android,"Politiikasta viis, onhan tuo magee. #sdp #marin #sannamarin #yle #is",,0,0
1137,2022-11-21 11:51:03+00:00,ritamayroi,Twitter Web App,"Kuinka moneen kertaan teille pitää todeta, että tarkka lista julkaistaan joulukuussa. Se tarkoittaa ensi joulukuuta, ei edellistä. Ja kovin vaikeaa on sinullekin puhua LEIKKAUKSISTA. #sarimultala #SDP",Helsinki,3,1
1138,2022-11-21 11:42:51+00:00,Herr_Meenzer,Twitter Web App,"Kuinka sosiaalidemokraateista tuli entinen työväenpuolue

50 vuotta sitten demareita äänesti 45,8% kansalaisista.
#demarit #sdp #vasemmisto #politiikka 🇩🇪
https://t.co/WNVB3BkEOQ",,1,0
1139,2022-11-21 11:06:13+00:00,FanaticIceQueen,Twitter for Android,"Hope a huge word to hang on to ♡ 
Have a blessed week ahead #HopeAgain2023 #FIFAWorldCup #Earthquake https://t.co/hzsaB6f1P7","Umhlanga, South Africa",5,0
1140,2022-11-21 10:59:23+00:00,calabarsamurai,Twitter for Android,The only thing this man can't give is a hoot about what any gori say. Happy birthday @davido #betterdaysahead #HopeAgain2023 #standstrong ✊ https://t.co/AyuWiR1Nrw,"Lagos, Nigeria",0,0
1141,2022-11-21 10:50:07+00:00,poika28,Twitter Web App,#sdp harvasta päättäjästä jo ulkonäkö kertoo analyysien syvyyden.,,0,0
1142,2022-11-21 10:11:06+00:00,job___314,Twitter for iPhone,"スチャダラのスウェットをインナーに着てたら、ほとんど見えてないのに当ててきた店員がいてビビったw

#スチャダラパー #SchaDaraParr #SDP",30年栄町に居付き寛之,1,0
1143,2022-11-21 10:02:41+00:00,RuriSambili,Twitter for Android,"We must revisit the way we deliver #SDP programmes, rethink all the stereotypes and exclusion factors at play for girls and women in sport and collaborate - Morten Schimdt @LaureusSport @UNESCO @commonwealthsec #Fit4Life https://t.co/GsWxCbHCNc","London, England",13,2
1144,2022-11-21 10:02:17+00:00,mcaglartekin,Twitter Web App,"#SDP/#YPG ile #Türkiye'nin yaşadığı gerilime #Suriye yönetimi nasıl bakıyor, #Erdoğan'ın #Esad'a yönelik sözlerinin #Şam'da karşılığı var mı? Şam'a bağlanarak @kassargian ile konuştuk... Kaçıranlara... Abone olmayı unutmayın lütfen....",,7,1
1145,2022-11-21 09:06:08+00:00,dunesloverr,Twitter for Android,@PrinceAdewoleSG @Pres_Adebayo Very proactive approach.  #HopeAgain2023,,0,0
1146,2022-11-21 08:51:21+00:00,suvi_pulkkinen,Twitter Web App,"Minusta #sdp tavoite siitä että vuoteen 2030 mennessä  60 % alle 35-vuotiaista olisi korkeakoulutettuja on hieno, mutta haiskahtaa sanahelinältä. Mitkä ovat SDP:n keinot tuo toteuttaa? Vaatisi nopeasti satojatuhansia aloituspaikkoja lisää. 
#politiikka #koulutus #osaajapula",Helsinki,15,0
1147,2022-11-21 08:31:19+00:00,_Asi__,Twitter for Android,#sdp #mäkynen https://t.co/cOHj5ip7rg,Finland Kokkola,1,0
1148,2022-11-21 08:25:38+00:00,Olisa_mu,Twitter for Android,@PrinceAdewoleSG @Pres_Adebayo #HopeAgain2023 🙌🏽,The World,1,0
1149,2022-11-21 08:18:31+00:00,Neniger1,Twitter for Android,@PrinceAdewoleSG @Pres_Adebayo Constructive breakdown #hopeagain2023,United Kingdom,1,0
1150,2022-11-21 07:13:03+00:00,AborisadeAdeto1,Twitter for Android,"@PrinceAdewoleSG @Pres_Adebayo #adebayoadewole4president2023 

#hopeagain2023","Port Harcourt, Nigeria",1,1
1151,2022-11-21 07:10:58+00:00,PrinceAdewoleSG,Twitter for iPhone,"@pres_Adebayo and @yusufsbihari  will review the industrialization policy to situate Ajaokuta Iron and Steel complex (as well as associated industries) as its centerpiece.
#HopeAgain2023",,16,21
1152,2022-11-21 07:10:34+00:00,PrinceAdewoleSG,Twitter for iPhone,"@pres_Adebayo and @yusufsbihari  vision is to build a formidable industrial sector, with a fully operational Ajaokuta Iron and Steel Complex, driving a new, credible and stable political order and economy. #HopeAgain2023",,17,21
1153,2022-11-21 07:10:23+00:00,PrinceAdewoleSG,Twitter for iPhone,"@pres_Adebayo and @yusufsbihari will oversee the development of a comprehensive masterplan, focused on building and strengthening industrial clusters around core raw materials throughout the country.
#HopeAgain2023 https://t.co/OBEtkjIca8",,35,64
1154,2022-11-21 06:55:37+00:00,KatalaTatti,Twitter for Android,@UllaKaukola @MarinSanna Demarit on pitänyt huolen että suurituloinen Ay-liike on verovapaa. Demarien vaalien rahoittajalla riittää verohelpotuksia velkarahallakin. #korruptio #ayliike #SDP,,3,0
1155,2022-11-21 06:25:28+00:00,DelhicopRvndr,Twitter for Android,"Delhi Police
❤️Ki Police

Rajiv Gandhi Hospital में मरीज़ #Ahmad को #SDP की जरूरत हुई तो @DelhiPolice के @dcpouter के थाना #mundka से @DelhicopArjun ने 28 वाँ रक्तदान किया 

Selute
@CPDelhi @Avi_857 @suman_nalwa @CopAmitphogat  @hgsdhaliwalips @upcopsachin @mharshaips https://t.co/QkGrr46eXc","New Delhi, India",22,7
1156,2022-11-21 04:25:59+00:00,Shivaan001,Twitter for Android,"Don't compare yourself from others.
Think in a way you,re perfect
#shivaan001 
#HopeAgain2023 
#Dreamers2022 
#",,0,0
1157,2022-11-21 03:20:42+00:00,LindaHa17115496,Twitter for iPhone,@Demarit @MarinSanna Milloin suljette taas kaikki kulttuuritapahtumat? #kiuru #sdp 😀,,0,0
1158,2022-11-20 22:02:11+00:00,AapoDon,Twitter Web App,"How's This For A Marketing Technique https://t.co/5ZvNuXWKnD via @AapoDon 

Weird idea I got for marketing. Check it out, if you dare! Sharing is caring!

#marketing #share #blog #music #marketing #demarit #uutiset #sdp #politiikka #politics",,0,0
1159,2022-11-20 19:40:15+00:00,Monsterwolf1453,Twitter for Android,"@SYKPgenelmerkez #TSK_VURUYOR 
#TSKvuruyorPkkinliyor 
Kürtler kardesimiz , Derdimiz Kürtlerle  degil sizi s2cez cikacaz rahat ol 
🤘🇹🇷🇹🇷🇹🇷🤘
#sdp
#sykp
#pkk 
#HDPKK","Mexicali, Baja California",0,0
1160,2022-11-20 17:46:28+00:00,leesmore47,Twitter for Android,#SDP# PRINCE ADEWOLE ADEBAYO for president https://t.co/yeqWOZLetw,,0,0
1161,2022-11-20 17:36:14+00:00,RubenFdz24,Twitter for Android,"#TweetCoña Igual se ha estropeado el coche de David Gállego, como en su día se estropeó el de Rubén Albes jajajja; en fin a la espera del sustituto de Gomes, es bueno reírse un poco #SDP #Deportiva",,0,0
1162,2022-11-20 16:46:56+00:00,mmutanen,Twitter for Android,Ihan oikein! Kauhean epätasa-arvoista kutsua menoja aina  negatiivisessä sävyssä. Nerokasta vain laskea kaikki numerot yhteen👍 #sdp #taloustieto,Helsinki,1,0
1163,2022-11-20 15:48:33+00:00,JasmineF2018,Twitter for iPhone,#music … let’s go #SDP get out there and “#JustWinBaby” #football https://t.co/XMAo9azVCX,"Las Vegas, NV",0,0
1164,2022-11-20 14:33:19+00:00,TimoKilpelinen3,Twitter for Android,"Keitä demarivaikuttajia haluaisit nostaa esiin vastuullisina taloudenpitäjinä tai edes talouden asiantuntijoina? @nordnetFI  katso prodcast, jossa kerrotaan, kuinka Fortumin kriisi olisi pitänyt hoitaa!
#SDP jäljiltä velkaa on valtiolla ja kunnilla niin paljon,että verot korkeat.",PK_seutu,0,0
1165,2022-11-20 14:08:17+00:00,Pesakauha,Twitter for iPhone,"@MarinSanna astelee sisään…

Yleisön reaktio kertonee paljon…

@UllaKaukola #SDP #hallitus #vasemmisto #nollavittua https://t.co/YPDaRMdgXa",,122,34
1166,2022-11-20 13:53:19+00:00,JussiLepola,Twitter Web App,Otsikoita jonka mukaan #SDP tähtää 80% työllisyysasteeseen. Oikeastaan sitä pitäisi tarkastella 20% työttömyysasteesta käsin koska se on ainoa mittari jolla SDP pystyy pitämään lupauksensa ja luulenpa että työttömyysaste tulee olemaan isompi kuin tuo,,1,0
1167,2022-11-20 13:08:39+00:00,mikkokokko,Twitter Web App,"@the_ryynanen Mutta kumpi sinusta on suurempi vitsi, sekö että 2021 persut olivat ottamassa velkaa (mutta hallitusta vähemmän), vai se että #sdp varapuheenjohtaja Mäkynen laskee velat tuloiksi?","Lappeenranta, Suomi",4,0
1168,2022-11-20 13:07:53+00:00,timoheinonen,Twitter for iPhone,#Pääministeri Sanna Marinin taloussuhteet olivat samaa tuttua höttöä. Hänen johdolla sama velkaralli näyttäisi siis jatkuvan myös ensi vaalikaudella. Onneksi vaalit on edessä. Sillä velalla on jo hinta ja sillä on väliä. #velanotto #unelmahöttö #talous #johtajuusvaje #sdp,Loppi,329,14
1169,2022-11-20 11:56:21+00:00,liestalo,Twitter Web App,"Velat ja verot ovat vasemmiston mielestä saatavia. Meille normaali-ihmisille ne ovat menoja. Selittää #Suomen surkeaa talousmenestystä, kun tuollaiset idiootit pääsevät hallitukseen. #hallitus #sdp #velka",,0,0
1170,2022-11-20 11:54:11+00:00,HumanDildo,Twitter Web App,"@UllaKaukola @MarinSanna Ja tämä #hallitus on tukenut kaikkia muita maita paitsi SUOMEA !
#eduskuntavaalit2023 lähestyy ja taas #SDP yrittää jaella vappusatasia kansalaisille, mutta miljardit lähtee ulkomaille - VELAKSI !",,3,0
1171,2022-11-20 10:35:10+00:00,Officialdaamin,Twitter for Android,Alot of hope because you are still breathing #HopeAgain2023,,0,0
1172,2022-11-20 10:33:32+00:00,SaleemAbbasNoon,Twitter for Android,"سرائیکستان ڈیموکریٹک پارٹی کی سوشل میڈیا ٹیم کا حصہ بننے کے لیئے مجھے میسج کریں اور گروپ میں ایڈ ہو جائیں۔
گروپ کے کچھ رولز بھی ہے 
ساتھ ساتھ ریٹویٹ اور اپنے دوستوں کو بھی مینشن کرتے جائیں
#SDP
@Faraznoonsdp",,2,0
1173,2022-11-20 10:33:01+00:00,47leakiM,Twitter for Android,@keronen @UllaKaukola @MarinSanna Demareiden kleptokratia jakaa ryöstösaaliin omilleen #sdp https://t.co/p8acSKOCWo,"Vantaa, Suomi",0,0
1174,2022-11-20 10:01:55+00:00,johankohan,Twitter Web App,"@kivimies @UllaKaukola Tämä kuullostaa realismilta, toisin kuin tuo #SDP puffi👍",,0,0
1175,2022-11-20 09:59:48+00:00,neuvonantaja,Twitter for iPad,"@viren_matti @merentie Neuvostoliitossa oli kunnioitettava 100%. Nyt Tavoite ylemmäksi #sdp. Sama kuin hallituksen runsaslukuisilla avustajilla, otetaan kaverit hengailemaan. Työ se on sekin!",Suomi,1,0
1176,2022-11-20 09:32:50+00:00,supabara,Twitter for iPhone,@PrinceAdewoleSG @Pres_Adebayo @yusufsbuhari #HopeAgain2023,Port Harcourt,1,0
1177,2022-11-20 09:27:24+00:00,KatalaTatti,Twitter for Android,"@juho_orjala Ay-liikkeen verottomuus tuntuu kovin oudolta. Muiden veroja kiristetään, mutta vasemmiston vaalit kustantava Ay-liike on verovapaa. #korruptio #ayliike #SDP",,8,1
1178,2022-11-20 09:10:28+00:00,JMyyrylainen,Twitter Web App,"@JaniMakelaFi @Demarit #SDP:n uudelleenperustamisessa päällepäsmärinä oli #lahtari:eita vasten lupauksiaan auttanut #VäinöTanner. Sama jolle #Talvisota oli ""hyödyllinen pikku sota"" ja jota #AdolfHitler kehui maailman ainoaksi hänen puolellaan taistelleeksi sosialidemokraatiksi.","Espoo, Finland",0,0
1179,2022-11-20 09:07:09+00:00,JoniSaarinenVKK,Twitter for Android,"@UllaKaukola Miten SDP hallituksessa on toiminut tämän edistämiseksi.??

Kuluvalla kaudella tavallisen suomalaisen hyvinvointi ja toimeentulo on yritetty romuttaa kerta toisensa jälkeen.

#vaalit2023
#uusimaa
#vkk
#valtakuuluukansalle
#sdp","Espoo, Suomi",3,0
1180,2022-11-20 09:05:29+00:00,mikkokokko,Twitter Web App,"Käsittämätöntä tämä sosiaalidemokraattien talousosaaminen. Ylioppilas ja puolueen varapuheenjohtaja Mäkynen nyt kertoo, että kun ottaa 10 euroa velkaa ja käyttää siitä 8€, on 2€ voitolla. Voi elämän kevät.  #sdp #talous #talousosaaminen","Lappeenranta, Suomi",343,22
1181,2022-11-20 08:58:13+00:00,JussiLepola,Twitter Web App,"Tuppu tosiaan kuulostaa pätevältä #SDP:n johtoon. Vetää sekopäisyydessään vertoja Kasssneidille ja Kaistalle. Minkälainen mies yleensä menee tuollaisen noita-akan kanssa naimisiin ja hankkii lapsia? Tuppu on näitä kahjoja sinkkuäitejä joten...

1/3
#oikeusmurha

1/",,2,0
1182,2022-11-20 08:53:24+00:00,LasgiLandLord,Twitter for iPhone,@PrinceAdewoleSG @Pres_Adebayo @yusufsbuhari You’re as great man Barrister Adewole and we look forward to you winning next year #HopeAgain2023,lagos,2,1
1183,2022-11-20 08:45:56+00:00,AborisadeAdeto1,Twitter for Android,@PrinceAdewoleSG @Pres_Adebayo @yusufsbuhari #HopeAgain2023,"Port Harcourt, Nigeria",1,0
1184,2022-11-20 08:26:21+00:00,PrinceAdewoleSG,Twitter for iPhone,"SDP Presidential candidate Prince Adewole Adebayo @Pres_Adebayo joins the Evangelical Reformed Church of Christ as a special guest for its Triennial Convention in Akwanga, Nassarawa State. @yusufsbuhari #HopeAgain2023 https://t.co/vIrKODppO4",,52,75
1185,2022-11-20 08:14:46+00:00,TimoKNieminen,Twitter Web App,@InvestmentTraps Ja samanaikaisesti #sdp &amp; co. varaavat oppositiosta käsin oikeuden haukkua jokaikistä julkisen menon leikkausta esim. hyvinvointivaltion tuhoamis- ja kylmää politiikkaa - kommenteillaan.,"Helsinki, Suomi",3,0
1186,2022-11-20 07:57:56+00:00,UllaKaukola,Twitter for iPhone,"Uskon @MarinSanna tavoin, että #SDP ja #kokoomus voivat löytää sovun monista asioista. SDP ei ole kuitenkaan valmis antamaan velkarahalla verohelpotuksia suurituloisille. #työllisyys #talous #eduskuntavaalit2023 #koulutus https://t.co/sVWJOMbIkU",,51,6
1187,2022-11-20 07:34:44+00:00,artosatonen,Twitter for iPhone,"Mistä SDP leikkaisi? ⁦@MarinSanna⁩ ”Tila- ja matkakulujen puolella on paljon sellaista, mitä voidaan tehdä"" - https://t.co/1NYIKB0dsN  SDPn vastaus  miljardiluokan säästöihin ovat  tila- ja matkakulut! Oletteko tosissanne? #säästöt #sdp #velka  https://t.co/eIZ5T0OKDl","Finland, Sastamala",868,46
1188,2022-11-20 06:57:53+00:00,hassans1098,Twitter for Android,@Pres_Adebayo #HopeAgain2023,,0,0
1189,2022-11-20 06:50:21+00:00,LeksaMakinen,Twitter for Android,@UllaKaukola #SDP teot kertovat jotain aivan muuta.,Stadi,0,0
1190,2022-11-20 06:33:18+00:00,LindaHa17115496,Twitter for iPhone,@Demarit @MarinSanna Suljetteko taas kaikki kulttuuritapahtumat? Jouluksi? #sdp,,0,0
1191,2022-11-20 06:10:02+00:00,fyhao,Twitter for iPhone,#Hope Malaysia still got #HopeAgain2023,Singapore,0,0
1192,2022-11-20 03:59:44+00:00,billydslc,Twitter Web App,"The opposite of Live is not Hate: It is Apathy. #twoweeks #uranium #Decembertoremember #HopeAgain2023 
https://t.co/XtHH7Oa2IC","SLC, Capital City, Utah",0,0
1193,2022-11-20 02:17:49+00:00,gizzydebdeb,Twitter for iPhone,"It’s a Good day. 🇺🇸 

Seems like Wrongs are All being Righted, Finally. 🙌❤️ 

#WeNeededThis

#HopeAgain2023",,2,0
1194,2022-11-19 22:50:46+00:00,ThePeteL,Twitter Web App,@UllaKaukola #SDP: n talouslinjan voi tiivistää kahteen sanaan: Vituiksi menee,Etelä-Pohjanmaa,3,0
1195,2022-11-19 22:23:09+00:00,gilgalhub,Twitter for Android,"As e de pain Rivers people e de sweet #wike as E de sweet wike e de pain rivers people. No employment, no payment of gratuity, no promotion for workers, using court orders and touts to strangulate businesses. Alas Rivers state let's vote #sdp @magnusngeiabe  against this tyranny. https://t.co/NtiK88mAPU",,0,0
1196,2022-11-19 22:10:05+00:00,sdpnsports,Hootsuite Inc.,"Should the Bruins move out their first round pick to get even better? Or, should they hold it in preparation for the rebuild? @Steve_Dangle @AdamWylde and @JesseBlake discuss on the latest #SDP
Podcast powered by @SIASport 

🎧: https://t.co/NWdD5w05Nc
📺: https://t.co/eQnATbZ9vC https://t.co/rdjmqbVdAg","Toronto, ON",32,3
1197,2022-11-19 21:42:43+00:00,iamAntero,Twitter for Android,"@AnttiLindtman @MarinSanna Teidän teot ja puheet ovat ristiriidassa!!

Ystävällisin terveisin,
Äänestäjä

#velka ja MIHIN se on käytetty tällä hallituskaudella? #demarit #SDP",Suomi,1,0
1198,2022-11-19 20:59:31+00:00,EuropeToday2023,Twitter for iPhone,"@DnevniAvaz Bosnjaci ce spasti BiH, samo da, 8-morka otme poziciije od korumpirane bosnjacke 6-torke jer nova bosnjacka 9-torka planira koalirati sa 3 nove bosnjacke stranke kako bi otele poziciije bosnjackoj 5-torci,gledo’ ja na Face TV ćito u Avazu a i pričo mi jedan ćojk’ #HDZ #NiP #SDP https://t.co/APoMdfp8JR","Zurich, Switzerland",1,0
1199,2022-11-19 20:56:06+00:00,EuropeToday2023,Twitter for iPhone,"@Pobric_Nedim Bosnjaci ce spasti BiH, samo da, 8-morka otme poziciije od korumpirane bosnjacke 6-torke jer nova bosnjacka 9-torka planira koalirati sa 3 nove bosnjacke stranke kako bi otele poziciije bosnjackoj 5-torci,gledo’ ja na Face TV ćito u Avazu a i pričo mi jedan ćojk’ #HDZ #NiP #SDP https://t.co/XygRy14hj3","Zurich, Switzerland",0,0
1200,2022-11-19 20:19:51+00:00,EuropeToday2023,Twitter for iPhone,"@DnevniAvaz Bosnjaci ce spasti BiH, samo da, 8-morka otme poziciije od korumpirane bosnjacke 6-torke jer nova bosnjacka 9-torka planira koalirati sa 3 nove bosnjacke stranke kako bi otele poziciije bosnjackoj 5-torci,gledo’ ja na Face TV ćito u Avazu a i pričo mi jedan ćojk’ #HDZ #NiP #SDP https://t.co/xmqkmLn21a","Zurich, Switzerland",0,0
1201,2022-11-19 20:17:28+00:00,EuropeToday2023,Twitter for iPhone,"Bosnjaci ce spasti BiH, samo da, 8-morka otme poziciije od korumpirane bosnjacke 6-torke jer nova bosnjacka 9-torka planira koalirati sa 3 nove bosnjacke stranke kako bi otele poziciije bosnjackoj 5-torci,gledo’ ja na Face TV ćito u Avazu a i pričo mi jedan ćojk’ #HDZ #NiP #SDP https://t.co/DmBB1Btw6S","Zurich, Switzerland",1,0
